tweet_id,tweet_text,labels
1045623134030909441,This is one of the most retarded things I've ever seen. #StreetFighterV #PS4share  https://t.co/5AskwNVVTP https://t.co/lBWpDmzIkZ,"[0, 5, 0]"
1114745645540225024,Censored BABE★COCK (Sissy-Safe) #babecock #cock #sissy #faggot #batecocktobabecock #censored #sissysafe https://t.co/RlKdzWZXCR,"[3, 2, 2]"
1107315392702283776,it's fun to mark your faggot https://t.co/VLwz3SZ8cu,"[0, 3, 2]"
1041704723580104711,The Full Gallery: https://t.co/Ix5gzxRdzK Kinky Wife Jayden Jaymes spreading her twat while in heels amp fishnets... https://t.co/mQfOzPuuCC,"[0, 0, 0]"
1035286134778224640,Petite Violet is fucking her tiny twat by ChickPass Amateurs https://t.co/rUjGDlelMQ Find it on #ManyVids! https://t.co/1THh7noB7q,"[2, 2, 0]"
1105297736071610370,Nigga!!! That ass tight!! https://t.co/zwlXu4yGZB,"[0, 3, 0]"
1114298643975168000,#sissy faggot and proud https://t.co/momks1k7Xf,"[0, 0, 3]"
1109544627827363841,Full Gallery: https://t.co/xrQN7Os5Ww Top rated teen babe Tori Black hiking black dress to reveal hairy twat... https://t.co/Bdvd8ElNAV,"[0, 0, 0]"
1107387903670394888,omg anon should i never asked me i miss my ex cos i haven't thought of that nigga since how long?! i'm so emo now https://t.co/Q6O4MZkJjg,"[1, 1, 0]"
1107692310828064769,Full Movie: https://t.co/ItBn2iaVoj Latin MILF babe Eva Angelina with big tits shows her pink cunt... https://t.co/wpyPVbI3Ju,"[3, 0, 2]"
1114204569389752321,What I wouldn't give to suck her pissing cunt as shes smoking !!! https://t.co/C0HDv0LHmH,"[2, 0, 3]"
1034798622636953600,Wigger https://t.co/5HTpikxRme,"[0, 1, 0]"
1036245902585786369,A TWAT https://t.co/hfxDiqBRO4,"[0, 0, 2]"
1025150032641708032,Some sung upstretched dyke infect sur them sour casus convert atween bride. #finkeel ☂ https://t.co/sF3JBBMCAH,"[0, 3, 2]"
1110339452361195520,Back in my college days when a nigga stayed fucking some pussy and had the hairy chest going on 😏 https://t.co/DwgaLV1nDk,"[1, 0, 0]"
1058810832996446208,WATCH Big titted Blondie Fesser getting her twat drilled ON https://t.co/SwPXX2fCIR ENJOY!!!!!!!!!!!!!!!!!!!!!!!!!!! https://t.co/VjONHMUsTp,"[0, 0, 2]"
1043483010593644544,Straight Redneck Smokes While Stroking His Big Hard Cock https://t.co/8Z9N5Zhje4 https://t.co/Qe6yXfOEEk,"[0, 5, 0]"
1043600224353247234,@SJGoldenfox what a twat https://t.co/cB9P6RkXYc,"[0, 0, 2]"
1108438037833355264,@liluglyislovely you love this nigga https://t.co/xd2nYdwvS5,"[0, 2, 1]"
1058772024099770368,@Ex_Catho Big faggot https://t.co/AH4bdAUvqi,"[0, 1, 3]"
1057048702727143424,Delicious BBC for dinner. I’m at the bookstore now feeding on cock! #pig #faggot https://t.co/lr7v2tFGvC,"[0, 0, 0]"
1106800274226757637,@johndavids_635 *cackles in nigger* https://t.co/9usCZYFC0M,"[0, 1, 0]"
1113887851345784835,Watch it: https://t.co/ViKOfo7QGg Latina MILF Eva Angelina in glasses gets her cunt licked and banged... https://t.co/zUi9yvktsK,"[2, 0, 2]"
1056673422548365313,masturbation creampie cleanup fat tits gay blondhair public invasion triple anal troia uk milf wet cunt brazil   https://t.co/9CFAJWcz6k,"[0, 0, 0]"
1056855704982732805,Cunt fingered with glove by sweetdesire https://t.co/9Vfk1UUYkQ Find it on #ManyVids! https://t.co/ZWo9J5sBO7,"[0, 5, 0]"
1116698551348756481,Full Gallery: https://t.co/iZpJOBtZ34 Picture-postcard Latina babe Eva Angelina displays her cute cunt lips... https://t.co/qCWuppIgkE,"[3, 0, 0]"
1107040187983560705,1st nut off I got a couple more in me #retweet a fat nigga! https://t.co/FLyMshOarV,"[2, 0, 0]"
1108549157562843137,@Nuyorican202 Word my nigga https://t.co/xDcyZuPSoG,"[0, 2, 2]"
1113697952885805056,Full Video: https://t.co/6KdYoNr1HB Akiko Oda plays with a vibrator and gets her hairy cunt nailed tough... https://t.co/pJD85BwkMW,"[0, 2, 0]"
1110300333161377792,https://t.co/AIIfCMTRim   [JAVHD] Ichika Asagiri Asian fucks her cunt with vibrator and licks can https://t.co/upkRtJewLi,"[0, 0, 0]"
1108417164455878656,NIGGA NIGGA NIGGA NIGGA https://t.co/x0wwVs4Tbb,"[2, 0, 0]"
1108532195772301313,@OctoberNaughty you miss this nigga thats why u unblock me and talkin to me on twitter https://t.co/uxorWeR5m9,"[0, 3, 2]"
1114744357226209280,Taylor Swift BABE★COCK #babecock #cock #sissy #faggot #batecocktobabecock #TaylorSwift https://t.co/D4vm3tn701,"[1, 0, 2]"
1107069040864817152,https://t.co/AIIfCMTRim   [JAVHD] Rei Kitajima in fishnets is nailed in hairy twat during blowjob https://t.co/1NSUX8kZM3,"[0, 2, 2]"
1061018458509455360,The Full Gallery: https://t.co/fGqnLlKDWQ Mature lady in bikini Lisa Ann stripping and toying her cunt outdoor... https://t.co/yWOCdM9FvB,"[0, 2, 0]"
1115863162652381184,wife's stretched cunt https://t.co/XUFscnnJIr,"[2, 0, 2]"
1061731558590214144,group orgy fishnets cock docking slapped hubby bigass real tight cunt gay bukkakeboys cumshots https://t.co/Obd7S6ZK8u,"[0, 3, 0]"
1052577428558602245,⬇ Hookup with Me at ⬇   ↘🌞 https://t.co/POiYy6zNjj 📘🥂   horse korean wife tight cunt home shaven   https://t.co/ZigL8ae36k,"[0, 5, 0]"
1115902657229619202,Full Video: https://t.co/wJzo1y6B3X Gorgeous babe in uniform with big tits discloses her cunt... https://t.co/lkwIwT2cB7,"[0, 0, 0]"
1115161329403404289,The Full Gallery: https://t.co/HjR30YBIbT MILF babe with huge hooters Veronica Avluv exposing her juicy cunt... https://t.co/PYRNhtPFlv,"[0, 2, 2]"
1106482998336278528,Nigga really saved his opps just to kill em again. 🐐🐐🐐 https://t.co/UN8y1KLUZ2,"[0, 0, 0]"
1055916434461782018,#dannydyer #CelebrityGogglebox ... Put your fuckin trotters away you twat! https://t.co/l7uhUMoqJk,"[0, 0, 0]"
1115235125548212224,Full Movie: https://t.co/vR8DOXbCsc MILF Ariella Ferrera gets satisfied with a huge cock in her cunt... https://t.co/Jg1cqw5HLA,"[2, 0, 0]"
1061413764938059776,Who’s cunt is this is my favorite question to be asked by Him. 😍♥️ https://t.co/iZUXIrW1FB,"[0, 5, 0]"
1063415981995950081,The Full Gallery: https://t.co/pSkdqRcUQv Busty Jayden Jaymes stripping off her lingerie and fingering her cunt... https://t.co/vQxIsoeGwN,"[2, 0, 0]"
1041794020740091904,@macosva LMFAOOOO YOU LOOK LIKE A CONFUSED DYKE WHO JUST CAME FROM BOOT CAMP 🤣🤣🤣🤣🤣🤣 https://t.co/VgVrVdFGVf,"[3, 0, 3]"
1106977018120454147,i am a cunt https://t.co/04sNg5VGgg,"[2, 0, 0]"
1063504131665666048,The Full Gallery: https://t.co/NA4P3MeMwZ Blonde babe Alexis Texas shows off her gorgeous ass and her sweet cunt... https://t.co/cA8GLGeCrC,"[2, 0, 0]"
1107040373812142080,Im chained up im broken destroyed somebody help me  Kachigga nigga sauce https://t.co/hiYPSSAFXP,"[0, 0, 0]"
1063760061913272320,Full Movie: https://t.co/7MsTijxyo1 Pornstar Jayden Jaymes switches from snowboard to showing her cunt... https://t.co/zZdykGpgHA,"[5, 0, 0]"
1116051551276228609,@kalynsantanassr @MissxUndeniable Dog ass nigga smh. Ari winning anyway https://t.co/UJVfxD4sX7,"[3, 2, 3]"
1107680046112825344,@42gnik nigga yes lol. https://t.co/1rOsKFDkGd,"[0, 0, 0]"
1046799501346922497,It’s not going to suck itself faggot. https://t.co/udoflCntA3,"[3, 5, 3]"
1115215905556959233,New sale! My vids are lit! FUCK ME on the table &amp;amp; JIZZ in my CUNT https://t.co/7wgXxXMmIn #MVSales #ManyVids https://t.co/k8JxQz9poi,"[0, 3, 0]"
1116919091925782529,Come and fuck my tight little cunt #fuckme #tight #little #cunt #horny #whore #useme #rapeme #please #daddy #mommy https://t.co/Oly6XLupfR,"[0, 1, 3]"
1059458818315235328,Happy birthday to my nigga Javon!! @JavonG_811 https://t.co/6r8szOMX6c,"[1, 0, 1]"
1062524900139827201,I'm proud of my faggot hole♠️😍♠️ https://t.co/mAB9JSpUGn,"[0, 3, 0]"
1105220633623965697,After fucking my #cunt it was time to be plugged again https://t.co/N2PsCivke9,"[2, 0, 0]"
1114447106889211904,Where would u rather lend a hand (or mouth or cunt) - left or right? 😈🤔😈 https://t.co/N55HXbDVDC,"[2, 2, 0]"
1043196004785430528,I’m available now.  https://t.co/JOUIW8lOxj #kik #lust #bikinibody #mirrorphoto #hijabiba #nigger #weezmoney https://t.co/McyF9f3FRr,"[0, 1, 1]"
1107843461804445697,Wet cunt https://t.co/UxarxT5IHf,"[0, 2, 0]"
1061718662430699520,assfucking all creampie cleanup dyke hard fuck interracial memphis monroe saudi arabia   https://t.co/n6548bN6tN,"[5, 0, 1]"
1117654142649077760,Alexis Texas gives head and gets her juicy cunt slammed tough https://t.co/D2uLQ4VeXl,"[3, 2, 0]"
1058777093775994880,&gt;&gt; https://t.co/R04SsIbpkP  Curvy Katrina gets her tits and cunt fucked 😍  &gt;&gt; https://t.co/R04SsIbpkP https://t.co/roPMDPJq6N,"[2, 0, 0]"
1109143189682835458,Imagine dropping a nigga and then the side chick to the relationship believing he left you for her https://t.co/6MEErjoMfU,"[0, 0, 0]"
1061414974386565122,Same cunt https://t.co/YXXRXvl8tm,"[2, 5, 0]"
1061988258048102400,Full Gallery: https://t.co/Pyqkh2VoxY Busty babe in shorts Angelina Valentine spreading her twat and butthole... https://t.co/1UfzoCE3b6,"[2, 0, 0]"
1116299001320628229,@ryanstoopid queen dyke https://t.co/JJ0XBlkkbn,"[1, 1, 3]"
1114200875835305985,Keep on thinking your nigga faithful ima cum in his mouffff https://t.co/ngCzNoiLwe,"[0, 0, 0]"
1107363802436243456,Full Movie: https://t.co/QyJSkzcZhV Lusty blonde in latex fetish outfit revealing her big jugs and inviting cunt... https://t.co/LK0A42Jlid,"[0, 2, 0]"
1113914839091617792,Got my cunt pierced for my birthday. Swollen and what not rn. Just did it a few hours ago. https://t.co/ELbLGNqLLu,"[0, 2, 0]"
1061491259980693504,With small tits and bald twat cant stop fingering her love box https://t.co/0XMsh2H0WY https://t.co/XJgUxHkLhm,"[0, 5, 0]"
1108174212584402945,@kaylinscupcakes @BigBodyFluff You’ll let a nigga do this to you https://t.co/PiogFJR0dY,"[0, 0, 0]"
1061782229519613952,Our after-threesome morning tea.  #bdsm #cunt #whore #slut https://t.co/zQhoFM2e0o,"[2, 0, 2]"
1061394924883578885,This trailer trash whore wants more. #Spread #Pussy https://t.co/YTtpEnPg6O,"[2, 0, 0]"
1109201769379307523,Don’t be a twat and tell me I’m blocking you 🙄bye👋moron enjoy your life 😁💋 https://t.co/8OSRwKu7wS,"[0, 0, 2]"
1108010905973854210,"Nigga, what??? https://t.co/nfDGMnCX1k","[0, 0, 0]"
1113451652693078018,@gee3617 This my nigga mood rn https://t.co/jS1QSIUa4t,"[0, 0, 4]"
1113136522763526145,Scary shit nigga its like I got spider on my face damn https://t.co/eJMGglGrmh,"[0, 0, 1]"
1108175941166080000,great public faggot @YNGMSTR_CGN exposed.  #faggot #bitch #gay #exposing https://t.co/BUHraG2flY,"[0, 3, 3]"
1061225609798606849,Cute #sissy #faggot Violetta 😍 Isn't she a doll? ☺️ RT for more if you like please 🙏 https://t.co/KCIKnbYiJV,"[0, 0, 3]"
1113498524426153986,Nigga changed her whole skin colour ft Bil’s stinky fingers https://t.co/jt44qn7BGm,"[1, 0, 0]"
1061877032685051904,Click here to watch the movie: https://t.co/njiXBk7fHT Jesse Jane Fingering Her Wide Open Cunt... https://t.co/ugovn69VBD,"[5, 0, 0]"
1045046522205925378,"I worship Alpha cocks, I am pussy free, I am a cum guzzling faggot x https://t.co/NXZaBUaahE","[0, 0, 3]"
1115116804110573568,"""Oh fuccckkk nigga!"" https://t.co/ESJqmCQsgX","[2, 0, 2]"
1046507304500236293,Watch it: https://t.co/jAJtAiAJQE Shyla Stylez stuffing her tight twat with a pink d... https://t.co/3pN7Fqn1q2,"[0, 0, 0]"
1058695478882254848,Two dicks and cum in cunt for bunny Ran Monbu - Porno Make - Free Porn Sex Videos https://t.co/RjBEBxFOll https://t.co/gmVqVTDdS9,"[0, 0, 0]"
1061398724310679552,#sissy faggot https://t.co/Ugf1MAGwnw,"[2, 3, 2]"
1113225878178279424,Nigga done went from drinking Henn to smoking CRACK🥴 https://t.co/JzMRyUviYX,"[0, 0, 2]"
1051029443727253505,You Want to Suck My Big Dick Don't Ya Faggot? FREE...  See this and more at: https://t.co/w3QRZ0Kf1z https://t.co/8V09IBfyGI,"[3, 3, 3]"
1114782551162458113,“AND THE PROM KING IS ROGER!”  Roger the sped nigga: https://t.co/8Oa4zqkGXC,"[0, 0, 0]"
1043359972736815104,retard hand https://t.co/ThvLU3eIoW,"[0, 0, 0]"
1058591545081974784,Witch good faggot is going to make my day better? #cashmaster #findom #cashfag https://t.co/VkVwaGM8wD,"[3, 3, 1]"
1107897755387617281,Destroy her Cunt 👏🏽 @Stonerock991 @buffaloswingcpl @Porn_Freek @secretgames97 @efsane_skoc   https://t.co/Y6TGThnsiC,"[2, 0, 0]"
1113559489201020928,Click here to watch it: https://t.co/st0mVwRwXf Sexy MILF Nikki Benz strips her uniform dress to tease her cunt... https://t.co/dJhtzlEdaO,"[2, 0, 0]"
1115728292395520002,Full Gallery: https://t.co/m6fUKGgosp Stocking clad brunette babe frees large juggs and shaved cunt from lingerie... https://t.co/rJeULja0J1,"[0, 0, 1]"
1053303166979125249,@DaddysCumDump Hey Cunt! https://t.co/3D4dHjlyJi,"[2, 4, 2]"
1060881666149801986,Happy new year and happy birthday fuckin cunt @RaymundDiether https://t.co/glFu05NZgp,"[0, 0, 0]"
1106597886098313217,@lord_darrin Nigga what 😂 https://t.co/D2Qz2jJc48,"[0, 0, 0]"
1107229884034793473,Faggot’s dick in mom’s panties 😂 https://t.co/VKfk3YuPkP,"[3, 0, 3]"
1035491696648249345,my wallpaper is big dyke energy https://t.co/8z6S2vYmTb,"[3, 0, 0]"
1114763410565001216,Bitch I am stressed &amp; my nigga not texting me back he he he ima cry https://t.co/ROtUCHAaN4,"[2, 0, 0]"
1109488167135182848,I miss my Nigga so much I promise you Keon We will be together again 🤞🏼😚 https://t.co/iNGTfaX7V0,"[0, 2, 0]"
1024951467436896257,"Blac Chyna’s Mom Blasts Her Toy Boy, YBN Almighty, Calls Him A Little Retarded Chimpanzee https://t.co/p7wP0oUNdR https://t.co/AJyue3kdpc","[0, 1, 0]"
1107292587994611714,#fuckme #dirty #shiteating #pain #fucking #toilett #faggot search for #dirty #sado #master #alphabulle https://t.co/yInCEayW2u,"[0, 3, 3]"
1056359528747450370,When I see a dyke I https://t.co/1t5ls4GWwo,"[3, 3, 0]"
1115367909335941121,Taylor Swift BABE★COCK #babecock #cock #sissy #faggot #batecocktobabecock #TaylorSwift https://t.co/1Lqxulwu1P,"[2, 2, 3]"
1044767240665665536,🙌 YASSS It's time for a great show 🌎SPIC¥BAB¥K:☺️  https://t.co/ZuHXUU7P2z https://t.co/Ar42K3Rd2Y,"[0, 0, 2]"
1108605419868557312,@TutankKh proud faggot here https://t.co/ktlL9gKM91,"[3, 3, 0]"
1058257787145211904,hot cunt internal chupando gaymovies hardfuck juicy pussy lesbian twins mason moore france   https://t.co/rtRDLPxHJA,"[0, 0, 2]"
1041711173215899648,Full Video: https://t.co/651cx6cnqs Blonde vixen with round boobs enjoys a huge cock filling her mouth and twat... https://t.co/nf2StlZcu7,"[5, 0, 0]"
1109777309031190528,Any Alphas want to own me #Sissy #Faggot   @CuckList https://t.co/THil50UxfM,"[0, 3, 3]"
1058427696433319938,i absolutely adore @LondonFF2 ‘s prolapsed cunt so much https://t.co/8BRDbpQbPj,"[0, 0, 0]"
1115307186719264768,Riding the nut out that nigga dick with that big oiled up booty https://t.co/A0KEu3wuZW,"[0, 2, 2]"
1062765995721400321,Full Gallery: https://t.co/4FDdSHir0o Busty babe in shorts Angelina Valentine spreading her twat and butthole... https://t.co/GHeIWnriam,"[0, 0, 0]"
1105181061875728385,@imustbeabitch Nigga u wear dem glasses for a reason https://t.co/kGAyR63O06,"[0, 0, 0]"
1109549353079894016,"https://t.co/2B2jmAN0yW😉 exhib or faggot; start your exposing on an album👍exposers, Masters &amp; voyeurs very welcome😉 https://t.co/2bCMj8ZSOn","[3, 0, 0]"
1053780679907991553,Faggot Fapping Loser @iWantClips https://t.co/jYSIy8kf8f https://t.co/rlQXSoaHDD,"[3, 2, 3]"
1061139028924293120,"""Your tight little cunt got me lubricated after one stroke? I can't wait to make you squirt."" https://t.co/Y7lcy2R1EZ","[0, 0, 2]"
1114746721286926336,Censored BABE★COCK (Sissy-Safe) #babecock #cock #sissy #faggot #batecocktobabecock #censored #sissysafe https://t.co/fQymUiHEGZ,"[2, 0, 2]"
1109580898842955776,"This chick right here nigga, right here, this chick! She got that Mamba Mentality!! Same beast different animal! https://t.co/4Ir5dCSXhN","[0, 0, 0]"
1110206754309242881,The Full Gallery: https://t.co/WJHLPSHq6B Stupendous asian MILF Asa Akira stripping and toying her cunt... https://t.co/eQOT9l5Wn9,"[0, 3, 0]"
1106953537639145472,After the club she know her nigga got that good dick for her back at the room https://t.co/F2Z8P9XOiA,"[0, 0, 0]"
1116332296578240512,Via: https://t.co/JdLWOWvR0D Stupendous babe Eve Angel stripping and masturbating her cunt... https://t.co/kAPdGVbsLq,"[2, 0, 0]"
1105465549830664193,Nigga my heart hurt 💀😭 https://t.co/NE173W74q7,"[0, 0, 0]"
1058505286175010816,first slut wife ass fuck condom gf por tight cunt britain    https://t.co/UjBts8sAhd,"[5, 0, 0]"
1061309883218305029,"More tits, cunt and arse https://t.co/WtThesoqZc","[0, 0, 0]"
1114269470950866944,@allanharper1920 Clowned's a nigger faggot https://t.co/K2KvMbOGdJ #like4like #follow4follow  :),"[0, 0, 1]"
1042677455587295232,Full Gallery: https://t.co/ejoz14SokB Big titty blond MILF teases in a little black thong spreading her twat... https://t.co/CxzY0CHCUv,"[0, 0, 0]"
1042530507391528960,Waiting for daddy to breed me #gaydaddy #gayteen #fag #faggot #daddysfag https://t.co/TpFXOjTEQX,"[0, 0, 5]"
1105129716334411777,Full Video: https://t.co/xEY83PcrlN Office MILF Nikki Benz is stripping and fingering her tight cunt... https://t.co/QyEXEze8fB,"[0, 0, 0]"
1113074177123258368,Big cock milked with my mouth cunt!  by RosellaExtrem  https://t.co/qJsGdWTY5s  Find it on #ManyVids https://t.co/CFuU0gUJyk,"[2, 3, 0]"
1063911774691430401,Watch it: https://t.co/ieoEyGewqX Hot MILF Ariella Ferrera with gorgeous body strips to expose her cunt... https://t.co/4yfCovZjuU,"[0, 0, 0]"
1114359646490382337,🔥🔥🔥🔥🔥Mecumi sucks two shlongs and will get cum in cunt 💥 https://t.co/9AJFMztDJz,"[0, 2, 0]"
1109263025058598914,Who want this scamming nigga number ?🙃 Lol if I post it y’all gone blow his shit up for me ? https://t.co/CR280ah6q9,"[2, 0, 3]"
1105218097663889408,"“ They say that nigga there been trippin , Put dat bitch in order ‼️ “ 😈💯 https://t.co/fiORJuvILm","[0, 0, 0]"
1108760589789212672,Look too good to stress over a nigga🥵💕✨🥰 https://t.co/NivvK8FOfL,"[1, 0, 0]"
1063753167643598848,Full Gallery: https://t.co/BdBFPwkbPB Hot Latina MILF Angelina Valentine rubbing her shaved twat... https://t.co/7dUDSi9FnH,"[2, 2, 0]"
1113984338159214592,@jss_rtlz Really nigga? https://t.co/xkPTGedDCZ,"[0, 0, 0]"
1106579344435171329,By: https://t.co/QowxmFpwgm Asian babe with huge tits Asa Akira spreading her eager cunt... https://t.co/29MbvDdoeQ,"[0, 0, 0]"
1106979100684627968,Full Gallery: https://t.co/m2HtFjVlAk Busty MILF in knee high socks Brooke Belle spreading delicious twat... https://t.co/9Jt8msqaKz,"[0, 0, 0]"
1116534554339217409,ok a nigga gotta sleep thanks again for the birthday wishes gn https://t.co/yjxcVxt2dQ,"[0, 0, 0]"
1113203582822768641,"Back before my come up, when a nigga didnt have his own place or a car. 🤷🏿‍♂️ https://t.co/F5tYycqlhe","[2, 0, 2]"
1043085856364539905,Click here to watch the movie: https://t.co/otk2PvGCa0 Madison Scott stuff old pole in her twat... https://t.co/7ZaW8monXq,"[0, 2, 0]"
1107439784841101312,Click here to watch it: https://t.co/eIUGqELaVy Pornstar babe Angelina Valentine with big tits spreads her cunt... https://t.co/x6Eg6JUsKH,"[3, 2, 2]"
1063035737065451522,Beverly Martinez. Sign up Now for more: https://t.co/C4SzLp9QR0 #thinspo #killyourself #faggot #selfharm #hijabiba https://t.co/coCtZcausc,"[0, 5, 0]"
1115636444557713408,I admit I am a Faggot https://t.co/bciBJzTzXV,"[0, 0, 0]"
1114148286389215232,Sick I was a rapping ass nigga 10 years ago. Still a mood 🎒 https://t.co/9ZcIHczMXI,"[0, 1, 0]"
1046721603596214273,So HOTD had a crazy sjw woman essentially preaching about tolerance for the zombies.... She got eaten by zombies 🤣🤣 https://t.co/InMWqsHMm8,"[0, 0, 5]"
1043496571629920258,Full Movie: https://t.co/h0tWnqRV6Q Dark haired babe Lucia Love toys anal orifice while masturbating MILF twat... https://t.co/8RtM0PoZMv,"[0, 0, 2]"
1115041107182800899,@izzahlrn @DUALIPA Allah is a faggot A FUCKIN COCK DESTROYER 👅💦🍆 https://t.co/0CmkzNfvjp,"[0, 3, 2]"
1061016405573861377,Click here for more Pictures: https://t.co/QYUMfYYXSC Jesse Jane Fingering Her Wide Open Cunt... https://t.co/gjN8uHwBWZ,"[0, 0, 0]"
1109676301160464384,This nigga so damn handsome prettyboi for some reason be on my dick😂🙃 https://t.co/aVkPAC7Ir1,"[0, 0, 0]"
1109869688509607937,Dumbass nigga lost his sunglasses at the beach lmao copped https://t.co/e4ruz4NZvi,"[0, 0, 1]"
1107085174536396812,#sissy #faggot #caged #chastity   at my happiest in steel ❤️ https://t.co/mKcdLQ7bSN,"[0, 3, 0]"
1035594177361399808,Full Video: https://t.co/MrsAHEq8vD Kinky Wife Jayden Jaymes spreading her twat while in heels amp fishnets... https://t.co/plDWIaacBE,"[0, 2, 2]"
1108819888120963072,Busty blond milf gives a cunt to pay a ride https://t.co/2dvlE42EqN https://t.co/AoeceHF7j2,"[0, 0, 0]"
1115815387088556034,"You can never have enough toys to stuff up your fairy faggot fuckhole, #SissySlut! https://t.co/sgt9TlACeu","[3, 3, 0]"
1108027743340503040,"Posting some old stuff from my old account. This is my #fag #faggot body. Any my pathetic, small dick. https://t.co/cNk2QHl9lK","[0, 3, 0]"
1109078987559579648,@jflanaganphoto @miro_butler ... my slutty slave cunt is wet while I watch 👅https://t.co/C5kCpwlb4f,"[3, 2, 2]"
1053481570097680384,Daddy's a Big Faggot by goddesserina https://t.co/tOABvpu0Rn Find it on #ManyVids! https://t.co/z50uRjEFJj,"[3, 5, 0]"
1107287862012231681,@karenhunter ...It’s SUNDAY MORNING in WHITE TRASH AMERICA....with America’s ABSCESS on FULL Display...... ugggg https://t.co/oUkkijoU9Y,"[5, 5, 1]"
1062496498800304128,Jennifer Perez. Click for more: https://t.co/v9sbyRXW4Z #pushups #nips #cocks #spic #bunda https://t.co/89RFEDDm0c,"[0, 0, 2]"
1061030682376331264,https://t.co/AIIfCMTRim   [JAVHD] Nozomi Nishiyama Asian sucks tool while getting another in twat https://t.co/RorBKpDRSW,"[0, 0, 2]"
1062315579753881605,watch fromily become one of the most retarded fandom https://t.co/HMxby7j3YD,"[0, 0, 0]"
1107333169962016769,By: https://t.co/zWwEhmzufb Sexy MILF babe in stockings Lisa Ann stretching her cunt hardcore... https://t.co/ho0y6YuTbb,"[2, 2, 2]"
1062524948663754752,@TomiLahren She didn’t show everyone her twat or tits https://t.co/3zT2Tl4F2d,"[0, 0, 0]"
1114932332002205697,Mood. #faggot #crossdressing #lingerie https://t.co/fsSEBNtYLC,"[3, 3, 3]"
